"Group.1" "Group.2" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyAccMag-meanFreq()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroJerkMag-meanFreq()" "subject" "activity_desc" "activity_id"
10 2 0.267121853404255 -0.02691951096 -0.0834300408222222 -0.168644540888372 -0.0994807505666667 -0.0474372843923077 -0.0493706488571429 0.0118125235588235 -0.00291896596875 0.218245515633333 0.15497010086129 -0.012767979 0.231006092375 -0.155895886011429 -0.105099822655172 -0.00196511916764706 -0.0311903133181818 -0.0076053061 -0.0492048243416667 -0.151134152097222 -0.05894806517 -0.112529396677419 -0.04705387107 -0.0289183655735294 -0.0626349791534483 -0.00041437999032258 -0.0881502200207895 -0.0867758015357143 0.0117212713058824 -0.137797164942857 -0.0646955350588235 -0.066454482 -0.241574713316667 -0.04440472611 -0.169744442978788 -0.112198188494872 -0.258187654863158 -0.194830134384615 -0.127602864055556 -0.188885692902353 -0.222143224925581 -0.416125179736842 -0.314297260906977 -0.313823668717949 -0.186798221873889 -0.116332335526316 -0.330616998361111 -0.3537010839 -0.380322358184211 -0.764478045319149 -0.757676044042553 -0.706661531914894 -0.759790199148936 -0.745577664680851 -0.749504749574468 -0.473771677674419 -0.32934153695122 -0.444653149841429 -0.799697393913044 -0.774608241638298 -0.746330399148936 -0.753848171914894 -0.799106698043478 -0.791333508155556 -0.544352339418421 -0.374228460863636 -0.264590963296585 -0.790937996425532 -0.803354752957447 -0.787182025 -0.75866311825 -0.722760727021739 -0.5914335195 -0.467157057186046 -0.50453749451282 -0.284929461571429 -0.242525594810811 -0.30644889425 -0.373702638439024 10 "WALKING_UPSTAIRS" 2
11 2 0.263775859277778 -0.0362166541833333 -0.0940298502833333 -0.222046198148148 -0.1362713185625 -0.175190967553846 0.198144898288235 0.292864978677143 -0.108622459638889 -0.34274391245 -0.576214230428571 -0.810321315490196 0.0312379257657895 -0.1486278551525 -0.191339482743478 -0.36037426643125 -0.373907133245283 -0.517406835 0.0464796402222222 -0.00431729119677419 -0.161714142486486 -0.17434953852381 -0.291936238880625 -0.363242100453191 -0.3175795492 -0.444100869575 -0.497084699022917 -0.517015882776923 -0.66423452386 -0.649009969886792 -0.221684319196078 -0.279663774840909 -0.113529129446809 -0.237793004636364 -0.2069558585 -0.228226658148936 -0.160967459836364 -0.159397409777778 -0.222328280835135 -0.246639347292 -0.151977882804651 -0.24367396954 -0.251237190667442 -0.160770348591837 -0.216927074045455 -0.179070332714286 -0.285742313540541 -0.39313196255814 -0.440409391926667 -0.920851711111111 -0.891588837592593 -0.889845663703704 -0.864434591851852 -0.879533443148148 -0.793020826666667 -0.42924293993617 -0.495088518043478 -0.381129715 -0.953023499814815 -0.934366347962963 -0.924861863703704 -0.886946897037037 -0.829659876037037 -0.804080596185185 -0.535093866046512 -0.506817698947368 -0.562691528285714 -0.979584778888889 -0.975790047037037 -0.723684635686275 -0.47529322202 -0.4735327425 -0.504811149019231 -0.483336640568627 -0.5167007125 -0.402969097 -0.488161155170213 -0.464094180854167 -0.626336997115385 11 "WALKING_UPSTAIRS" 2
12 2 0.272970338653846 -0.0305311764085106 -0.0971264678942308 -0.273619044076923 -0.155993570732558 -0.314544154217308 0.0408436297058824 0.414249402375 0.0978967089166667 -0.0207451936227273 -0.48275853015625 -0.70617659742 0.0139246987194444 0.00302346751 -0.0959121996605263 -0.251965570748837 -0.322334776282609 -0.363651497586957 -0.0620635098714286 -0.093079965535 -0.2445814708 -0.319636831762222 -0.335674754329787 -0.416798562411765 -0.0670616169560976 -0.0930200872380952 -0.247992140161364 -0.332975804168085 -0.421979609732 -0.547748399466667 -0.297554279111111 -0.313920015191489 -0.248605607608696 -0.276003102021277 -0.342817314888889 -0.341241814416667 -0.232287961 -0.304991456006818 -0.442009302543182 -0.504322419176739 -0.239437619604167 -0.255287701423404 -0.281279159958333 -0.302795120862 -0.29879857140625 -0.31119504239 -0.319461543651163 -0.244129314537778 -0.298549037657895 -0.740927358846154 -0.666881638653846 -0.668873729403846 -0.616947800769231 -0.564961618653846 -0.594992705653846 -0.374554410133333 -0.352494342993478 -0.36605236642 -0.718555308269231 -0.656470720769231 -0.635553702692308 -0.595406671117647 -0.581667821923077 -0.559411823269231 -0.3008344208 -0.252328510804348 -0.277092918821429 -0.704056610384615 -0.694325723076923 -0.439724732285714 -0.413543685369565 -0.341725854833333 -0.396276463227273 -0.301244275644444 -0.454514068975 -0.507109535521739 -0.57538363098 -0.568689949377778 -0.570396434361702 12 "WALKING_UPSTAIRS" 2
13 2 0.258203939581818 -0.0470468330842105 -0.0843250080238182 -0.2461330804 -0.197493156969444 0.0656178957976744 0.250918040256667 0.274398854560606 0.298173420568182 -0.117033830625581 -0.216973492316667 -0.529514027928333 0.223922829916667 0.1741459224 0.0917990558055556 -0.0503610832564103 -0.0950720957444444 -0.30504433206383 -0.0339384071394737 0.00818092453125 -0.0441635166459459 -0.13425144072381 -0.204014729458333 -0.35080969023913 -0.125915381333333 -0.273401471305556 -0.165123960404651 -0.281792758543478 -0.382753790882353 -0.534356776047917 -0.280303110905882 -0.280287836865385 -0.230433270933333 -0.239242866293878 -0.295329020625 -0.367171716244898 -0.224815746521739 -0.250530786425532 -0.419809031217391 -0.4307102034375 -0.175911104235417 -0.198045654806522 -0.162811078608696 -0.202490000777778 -0.1845435154 -0.210660248758696 -0.386424114521739 -0.3977337475 -0.34901367175487 -0.748403539888889 -0.755580698654545 -0.732028489818182 -0.712048610909091 -0.702504761272727 -0.675139878 -0.425141597420833 -0.550289224254902 -0.507127155169811 -0.764997255090909 -0.704040174181818 -0.700140702037037 -0.669013835072727 -0.648906185454545 -0.598831703709091 -0.362261495125 -0.416156680934783 -0.461729216692308 -0.751732359636364 -0.753505830545455 -0.5404327062 -0.497092395173077 -0.5262343741 -0.48014279887234 -0.469327289152174 -0.460009247265306 -0.433489235490196 -0.523728307232 -0.528800988875 -0.537746749510638 13 "WALKING_UPSTAIRS" 2
14 2 0.26242106612963 -0.0352600201807692 -0.0815280346553846 -0.23783042015 -0.318634167647059 0.299048633918919 -0.08620395375 0.0834626664357143 -0.143483009002381 -0.233684839615909 -0.213147641784 -0.227449059119048 0.122910378842105 -0.0814560510540541 0.00933000458888889 -0.0130193875 -0.101006188016667 -0.128527746545778 -0.0639667634871795 -0.0854462637081081 -0.00949934598536585 -0.0825108719459459 -0.0870144566923077 -0.0984498581428571 0.0396102834375 0.0711450596956757 -0.0290344681914286 0.0818756510580645 0.069027028427027 0.22037704825 -0.0482064828342105 -0.0237502505794118 0.125958609216216 0.0890551811724138 -0.144187698472222 -0.0192217949703226 -0.0501471952352941 0.0879253019179487 -0.1013199552175 -0.166383893662791 0.18129607765 0.0702532440294118 0.116998423863333 0.170672799235294 0.0546210692833333 -0.0278481446333333 -0.112113236388889 -0.0846075424471081 -0.0352470185609756 -0.639709797627451 -0.607831862384615 -0.697936663903922 -0.68887585509434 -0.723649291617308 -0.726667490666667 -0.702511548911111 -0.664614000958333 -0.463489060290196 -0.634184237603774 -0.673107520943396 -0.694216588148148 -0.705111428653846 -0.747380188396226 -0.765144426814815 -0.805293732777778 -0.763761546075472 -0.717982762616981 -0.171327746930233 -0.310059352028571 -0.544601042665854 -0.527068360104167 -0.605533714871556 -0.766775331764706 -0.71582513499 -0.790459914673469 -0.6133175456 -0.605917286046512 -0.545765463088889 -0.666306856081633 14 "WALKING_UPSTAIRS" 2
15 2 0.270187595833333 -0.0367765146097561 -0.100413668925 -0.0706326899645161 -0.00834128264972973 -0.110119599990556 -0.233921599575758 0.0757039027586207 -0.117658695942308 0.492578039923077 0.0831602338604651 -0.367832577666667 0.13787591775 0.1986800108 0.0645512852394737 -0.0665789140285714 -0.136508399097561 -0.235229772785714 -0.109487129696296 0.0900988317058824 -0.0881187619457143 -0.0845720424558823 -0.160532308352941 -0.15024792616675 -0.148790343839474 -0.291704875378378 -0.25962622092973 -0.285432773155556 -0.412363637461538 -0.429211562271111 -0.0740400963653333 0.00508178182 -0.0790953500125 -0.0580478587777778 -0.121436700242424 -0.0812483464109091 -0.272325844153846 -0.1891565975 -0.233828832455263 -0.146173568810256 -0.369892625902439 -0.544585969025 -0.493928063317073 -0.294810399871795 -0.27443065715625 -0.169905339227273 -0.498515112658537 -0.440479045185366 -0.4537316375 -0.825312293541667 -0.880483179791667 -0.871910046458333 -0.879603656458333 -0.835458717916667 -0.857000425833333 -0.495215066170833 -0.4721731095 -0.459061131547619 -0.900740036458333 -0.911812584166667 -0.905273672083333 -0.901432497708333 -0.918469893958333 -0.893666138958333 -0.510904536393913 -0.49393266372093 -0.505741194186046 -0.892137183333333 -0.907490018541667 -0.788709177145833 -0.653779716586957 -0.598156676957447 -0.394086496188636 -0.341301287404762 -0.34440883965 -0.351509552555556 -0.397025043023256 -0.415287491809524 -0.572254004553192 15 "WALKING_UPSTAIRS" 2
16 2 0.255986102627451 -0.0238144330037209 -0.0974694971254902 -0.359235122980392 -0.197601608823529 -0.165048081666667 -0.03614103 0.233067822657143 -0.0906492139473684 -0.401433865365854 -0.54981791 -0.7169961794 -0.00752241527567567 -0.242991891135 -0.307642531839535 -0.366660789065217 -0.43388293293617 -0.46487864586 -0.153730348258537 -0.239945107798974 -0.310780517128205 -0.312203402044186 -0.3628948078 -0.387951415044681 -0.469903363721429 -0.452725238259574 -0.55653230504 -0.650813438297872 -0.594957992229167 -0.638972847234043 -0.267327081976744 -0.302966667745238 -0.227316422651163 -0.267867383463415 -0.216392786604651 -0.344043058047619 -0.12141756205 -0.13892659484359 -0.17936501674093 -0.400614624059524 -0.179673091936585 -0.2059370607625 -0.225509574369767 -0.263198121761905 -0.251119380781633 -0.326841625978723 -0.211531569459459 -0.362354146047619 -0.427490356341463 -0.832040329215686 -0.810737691764706 -0.789781555098039 -0.790728144313726 -0.739527303921569 -0.655507329411765 -0.212868714594595 -0.377016606071429 -0.391101406644444 -0.895795719019608 -0.834184274705882 -0.836247650784314 -0.793378284313725 -0.750024397843137 -0.711146529019608 -0.395388346315789 -0.30882792275 -0.425992429022727 -0.920571239803922 -0.877660504509804 -0.501249330828571 -0.535895779813954 -0.367000003666667 -0.444158399383333 -0.533316953682051 -0.350572772511111 -0.542694390702128 -0.528650947897561 -0.449595637361702 -0.760128395833333 16 "WALKING_UPSTAIRS" 2
17 2 0.252604768583333 -0.0369893432967568 -0.09486545805625 -0.0870454797777778 -0.0630961245479412 -0.052933508927027 -0.176183638615385 0.0280460251578947 0.348551935338889 -0.074085515945946 -0.158413750238095 -0.476541089090909 0.0726929627939394 -0.12373715325 -0.150929094538462 -0.269468889276596 -0.345617458977273 -0.374623206625 -0.115714660462162 -0.195038617685714 -0.233033965202703 -0.189287217152273 -0.358434345088889 -0.3759540400625 -0.246716264396667 -0.418035220142857 -0.500401419828889 -0.582206876177778 -0.563172221304348 -0.597092276955556 -0.233277163782353 -0.0608755899227273 0.00173538371052632 -0.168015610830556 -0.097302309631579 -0.229068319157895 -0.201132554027027 -0.126459686157895 -0.235190704527778 -0.227995443925 -0.346587752666667 -0.30675331185 -0.244741148052632 -0.112702578225641 -0.2114637808 -0.220028693515217 -0.198248238191429 -0.265791919405405 -0.220100427210526 -0.747973489791667 -0.8190534225 -0.81106745375 -0.794573798958333 -0.74331422 -0.731711551041667 -0.339562616153846 -0.39723215787561 -0.573835673840909 -0.864553129791667 -0.833118949375 -0.872128293125 -0.8056143025 -0.797174784791667 -0.720206166170213 -0.312947038604651 -0.258180511136364 -0.310742359021277 -0.83811618625 -0.841806294166667 -0.62657551723913 -0.407808608325581 -0.512944332380952 -0.428589148731707 -0.34953345452093 -0.441170169974359 -0.497336513409091 -0.442209926209302 -0.522255974878049 -0.562589913465116 17 "WALKING_UPSTAIRS" 2
18 2 0.265401201896552 -0.034737645237619 -0.0843094605416845 -0.305016294396552 -0.248276917568966 -0.280490969551724 0.0929887608125 0.50732548374375 0.048160971975 -0.17238344254 -0.633152666222222 -0.840319924527273 0.178710576825 0.0779055135621622 0.0201237230894737 -0.156771741995745 -0.320355189165217 -0.38993974799 -0.0515243131939394 0.00375612261860465 -0.269888348808889 -0.25753153599434 -0.457231576307692 -0.425762805759259 -0.125412001925 -0.229376015086829 -0.289876879614 -0.499889310387755 -0.537191200418929 -0.655523588 -0.4000288178 -0.507246785111111 -0.398702950203704 -0.447937772320755 -0.541278468788462 -0.580129730240741 -0.420295774664815 -0.50466141728 -0.643974347732143 -0.729369150038461 -0.307297023491228 -0.330380614810345 -0.334309173344828 -0.286421682350877 -0.375371118421053 -0.393593439327586 -0.396761257185185 -0.200813185153846 -0.2727815909 -0.734030639310345 -0.712754069137931 -0.727335746724138 -0.673262827758621 -0.661829526896552 -0.700713725172414 -0.517791820719298 -0.571722077821429 -0.518283294642857 -0.690026367586207 -0.602155735 -0.645904035689655 -0.616274479310345 -0.572641368103448 -0.547154266724138 -0.385397624877551 -0.336961444244444 -0.21270370436875 -0.716768937719298 -0.701539734827586 -0.480393350192308 -0.508198373490909 -0.539097043206897 -0.415020429372549 -0.384238833730769 -0.45179358462963 -0.517426497425532 -0.543086983427586 -0.715017399732143 -0.520902307448 18 "WALKING_UPSTAIRS" 2
19 2 0.240939832625 -0.0594934826206897 -0.1081082508525 -0.139433280724324 -0.051085850425 0.1071115339 -0.104099869586207 -0.08339521825 0.014838003 -0.10976638 -0.238062397857576 -0.394364755470588 0.0620699838 -0.07769603348 0.00702140938709677 -0.116164202846429 -0.125697687112121 -0.158526213137931 -0.00496950439285714 -0.0926071151111111 -0.115129996133333 0.00465351007142857 -0.0512497428666667 -0.12195171968 -0.150876330896154 -0.015393520971875 -0.160661018193548 -0.191677137516129 -0.206453029928571 -0.180190005625 -0.00384555179166666 0.0598843269407407 -0.0298182335925926 -0.0467852200625 -0.063228608030303 -0.196391936666667 -0.13317867046875 -0.175420139006897 -0.1982427708 -0.175548935893939 -0.248331813028571 -0.285935681392857 -0.187545093439394 -0.1913406278125 -0.225469597625 -0.175166695322581 -0.18040988443871 -0.1909365395 -0.287839105060606 -0.6689769695 -0.67616077475 -0.676329034 -0.687341442282051 -0.64166646865 -0.670163658102564 -0.507320243228571 -0.435429467352941 -0.434410969611111 -0.673542438421053 -0.675190760333333 -0.70450188868421 -0.672324963525 -0.6924003525 -0.6776558895 -0.472648778675676 -0.51255773892973 -0.460390218243243 -0.720981871230769 -0.738891254736842 -0.664379284871795 -0.658100796813158 -0.6513967542125 -0.472813888868421 -0.538938275111111 -0.527600545676471 -0.459634114736842 -0.500597703918919 -0.437929425729032 -0.381154503131579 19 "WALKING_UPSTAIRS" 2
20 2 0.250572221941176 -0.0452863140775 -0.0935006172470588 -0.126714109475556 -0.0799474010956522 0.085660374175 -0.0349057181666667 -0.00243391036111111 0.113013369333333 0.00960941210526317 -0.0400815160540541 -0.177712146666667 0.277312630565217 0.249595212212121 0.226101820172414 0.192171061785135 -0.0295436029111111 0.0289889263588235 0.02442741884375 0.0699692818663889 -0.118233907769444 -0.0926301097783784 -0.0484521169529412 -0.102986149156757 -0.0553059197860526 -0.0976575195135135 -0.0807998022324324 -0.10019228442439 -0.163926350818919 -0.0833192718527778 0.07013635065625 0.034401363 -0.0776866854393939 -0.0511226273631579 -0.104649485848485 -0.00636731579906977 -0.20096600104878 -0.127884151199714 -0.174610602785714 -0.102460746829268 -0.0570589561361702 -0.226998185558974 -0.152548130829268 -0.196371984448837 -0.215198348352273 -0.2293453306 -0.24243631193 -0.206724108794118 -0.178945228837209 -0.77196862358 -0.753155382156863 -0.749173361764706 -0.709688039039216 -0.727569069411765 -0.694560302764706 -0.482478222204545 -0.452110506956522 -0.431833104638298 -0.790631709215686 -0.768025515294118 -0.7999998382 -0.733186968490196 -0.743935947333333 -0.689316719294118 -0.27392967244186 -0.365312077162791 -0.308822077619762 -0.736562653352941 -0.784039105196078 -0.66343922844 -0.5810341572 -0.684291307755102 -0.53085007355102 -0.436687070959184 -0.529016275319149 -0.43074256 -0.434071648191111 -0.346817793348837 -0.480960684043478 20 "WALKING_UPSTAIRS" 2
21 2 0.265194544680851 -0.0333532589631579 -0.103190024012766 -0.218573874021277 -0.135819592358824 0.0652950288947368 -0.0510400666875 0.131982941551724 -0.0840189851612903 -0.150453028809524 -0.491746558837209 -0.578190836595745 -0.184033929758621 -0.220563341375 -0.292574064439024 -0.304656371875 -0.342360532744681 -0.434433029333333 -0.102535724606061 -0.102426275913 -0.267510031621622 -0.215044954657895 -0.283892429692308 -0.346594277357143 -0.150712329372222 -0.253662309736842 -0.30976385255 -0.416159873447368 -0.349016391785714 -0.426168104645238 -0.156991606193548 -0.1490092175 -0.153992855822821 -0.144421879317143 -0.0164338588025 -0.29242305099973 -0.157640076268571 -0.103077759942857 -0.212843926645946 -0.231140062886842 -0.218319595973684 -0.20178697374359 -0.211784424652778 -0.150072051871795 -0.245182568243243 -0.147453950880952 -0.265048468 -0.319015223184211 -0.320143459333333 -0.828842392391304 -0.722967617446808 -0.729062791468085 -0.77365713106383 -0.719015988085106 -0.663456169446809 -0.3918745715 -0.336079021282051 -0.257429063974359 -0.814464656521739 -0.757392077319149 -0.805426862347826 -0.760024122595745 -0.738431439617021 -0.730960751891304 -0.40411607997561 -0.369932136815789 -0.494885286394737 -0.877246873191489 -0.816792810638298 -0.67312487 -0.605953311111111 -0.538969312159091 -0.505911644090909 -0.38989002475 -0.488757376714634 -0.369413541538462 -0.470650224068182 -0.520951705676923 -0.444213370025 21 "WALKING_UPSTAIRS" 2
22 2 0.248391534566667 -0.0415299494709677 -0.0838832565514286 -0.08780197308 0.0835328574310714 0.159324952 -0.0255375716333333 -0.0682545144230769 -0.113839067551724 -0.0789628975666667 0.0235535576190476 0.243094981857143 0.521918542689655 0.424407751281667 0.278113425114286 0.290285657714286 0.08801406064 0.134399013153333 -0.117297624548387 -0.00651997816206897 -0.0547321314642857 -0.00412968740606061 0.001543295492 0.136811711137931 -0.0534350610967742 -0.0804458286 -0.168404121172414 -0.0889943320566667 -0.168050019714286 -0.215832860321875 0.0165261061304348 0.07879750596 -0.0222861005 -0.128804459971429 -0.118343916266667 -0.0513505036071429 -0.141674692413793 -0.0218545209705882 -0.120618485623529 -0.140204801777143 -0.168479774580645 -0.240817905548485 -0.280943737594286 -0.385951115636111 -0.320630847428571 -0.220752466914286 -0.15391078775 -0.162104759786207 -0.0384562903866667 -0.555387648575 -0.602435576322381 -0.570885411463415 -0.625263718195122 -0.562228928829268 -0.670738365928571 -0.4893231793 -0.455738204131579 -0.486987800246154 -0.543981785097619 -0.606741747 -0.539462087459524 -0.677460804102564 -0.601537974285714 -0.633044041048781 -0.581495028999286 -0.578289464047619 -0.565233119390244 -0.751151821871795 -0.76902971397619 -0.852952878780488 -0.877904211190476 -0.896973599761905 -0.76046799195122 -0.665483660897561 -0.70832936802381 -0.419897003817949 -0.411887994692308 -0.4623463719975 -0.2177649024375 22 "WALKING_UPSTAIRS" 2
23 2 0.247727079529412 -0.0467766797669048 -0.107248707298 -0.230978506185417 -0.0987850075757692 0.063799175209375 -0.0616182731111111 0.00134747845675676 0.0950049948125 0.139296476470588 0.0897997164594595 -0.071132083 0.3167832156875 0.153337024787879 0.0328284717777778 -0.0965800103952381 -0.196708253177778 -0.316875509688889 -0.0479092431205882 -0.039666714415 -0.114113837108108 -0.111164284921053 -0.152932175727907 -0.2121073506075 -0.0205095799060606 -0.149683584815 -0.137764261871795 -0.188076081389756 -0.299763563604651 -0.287870911421739 -0.071055211097619 -0.171727438378049 -0.0776637680857143 0.0352234153846154 -0.138837598647059 -0.0703567032619048 -0.202482995 -0.290209684627273 -0.203348075263 -0.168408784625122 -0.321561681 -0.364890306561702 -0.383548288386364 -0.285764906097561 -0.205766213585 -0.080460285325 -0.256174624434091 -0.269053659883721 -0.3339008391 -0.693912535098039 -0.695956820392157 -0.714601200196078 -0.800531093529412 -0.689565587058824 -0.726394404509804 -0.390385908222222 -0.516354009069767 -0.414629422325581 -0.774989731764706 -0.765827420588235 -0.838837036470588 -0.788818894901961 -0.788973596666667 -0.747428890588235 -0.453736297717391 -0.379192779106383 -0.298544591568182 -0.829910587254902 -0.844706692941177 -0.7062528698 -0.6512921630625 -0.575787688333333 -0.45448217206383 -0.363872198854167 -0.4524471692 -0.496027897883721 -0.428881698958333 -0.47966041952381 -0.593098856785714 23 "WALKING_UPSTAIRS" 2
24 2 0.269881106779661 -0.0439914337087805 -0.0716469030322034 -0.275736156779661 -0.193598971842105 -0.203766819050847 0.159946228585294 0.169869750204878 -0.0307984622745098 -0.34980006245614 -0.602076786896552 -0.809205893389831 0.107371151575 -0.0519405093958333 -0.239405153282222 -0.271451040961224 -0.3467588698875 -0.460965549070175 -0.120521942205128 -0.12530760499 -0.254020707605556 -0.388424092057895 -0.452440057448276 -0.463492512068966 -0.1088434865 -0.173879588024898 -0.319346969453846 -0.43988470472 -0.458416734 -0.562747463857143 -0.343016232036364 -0.378252606894737 -0.365415461303774 -0.367901767692727 -0.465618314605273 -0.486904779833333 -0.327927070690909 -0.414816461745455 -0.513682702096154 -0.569285596576923 -0.189249810341509 -0.207889082245614 -0.267590961267857 -0.255594429051724 -0.298599282087719 -0.307906988682759 -0.244682239712963 -0.39459501822 -0.36954916606 -0.625008284576271 -0.623648748474576 -0.567229745932203 -0.578583503559322 -0.562990053559322 -0.560512320677966 -0.401023003636364 -0.464220987672727 -0.495615928983051 -0.584856823050847 -0.588564926949153 -0.561446470847458 -0.520415219152542 -0.555160664745763 -0.541682329491525 -0.340587575744643 -0.428265168509434 -0.469559071018519 -0.619434192857143 -0.521133999310345 -0.455811533821429 -0.484145050528302 -0.404241264732143 -0.439179719436364 -0.4053319086 -0.52378948378 -0.521771020695652 -0.518552192867925 -0.533267685555556 -0.58556799793617 24 "WALKING_UPSTAIRS" 2
25 2 0.277995411384615 -0.0389259370616 -0.0977647617720635 -0.373924299328125 -0.286318607328125 -0.271667610092308 0.268111507702128 0.152672388122917 -0.503495215339286 -0.717993452363492 -0.86846651346875 -0.910726356307692 -0.392609298781818 -0.593121055725397 -0.672443305061538 -0.714946181904762 -0.709875486619048 -0.694687086779661 -0.254738419614035 -0.354316320277778 -0.434127505645161 -0.45711617431746 -0.473140980846557 -0.453422370933333 -0.638652908214194 -0.705940836245902 -0.666307250625 -0.735962523571429 -0.547757513709677 -0.703329458125 -0.501591641754386 -0.418298961183333 -0.40578382235 -0.457778229310345 -0.569127802677966 -0.585474912516667 -0.253560423925926 -0.248212550848276 -0.517419931647368 -0.643886088333333 -0.282681730574138 -0.285069800255172 -0.306898935183333 -0.36469995247619 -0.356331168916129 -0.376669694953125 -0.44057976894 -0.56925337552963 -0.424333295886792 -0.818441207230769 -0.760893985846154 -0.775463629692308 -0.776848214307692 -0.721380089538462 -0.743472223692308 -0.517866161967742 -0.522289007349206 -0.568181667507937 -0.674720407384615 -0.626050851538462 -0.606833448 -0.550003121692308 -0.581696193846154 -0.593984062846154 -0.603981860181818 -0.474518300584906 -0.408377988367347 -0.749060873174603 -0.69361861265625 -0.505681608333333 -0.599621706123077 -0.646196302219048 -0.493680190251613 -0.463450080488525 -0.495697773737705 -0.516807586314815 -0.673709098572131 -0.653241160377049 -0.500830091960784 25 "WALKING_UPSTAIRS" 2
26 2 0.272691394545455 -0.0333448261755102 -0.106706848419818 -0.158117721654545 -0.102323056461538 -0.251165898603636 0.137061133635897 0.291809261291667 0.0364377919209302 -0.0804509320071429 -0.44129570145 -0.748974884367924 -0.0542359258093023 -0.318843663469388 -0.360377011401887 -0.40903007709434 -0.439976365272727 -0.488677067962963 -0.02087795065 -0.203819159763158 -0.29949239792 -0.452049625183673 -0.392778841283019 -0.457698757358491 -0.296534889576667 -0.406281393418 -0.494942157029412 -0.497775978365385 -0.550953176403846 -0.560125997365385 -0.10655533231913 -0.12792223772093 0.00897612048780488 -0.0951670097183673 -0.0222467948090476 -0.154403823325581 -0.142424151564103 -0.0590698475425 -0.0484755853684211 -0.151254388526316 -0.352924200047619 -0.205632563421622 -0.023832514368421 0.0511378195428571 -0.0596459822121951 -0.127396210695652 -0.172363906046512 -0.144212753658537 -0.258648132631579 -0.926089039636364 -0.944453767090909 -0.932834716545455 -0.897981119272727 -0.811041991436364 -0.79533108 -0.301755770432432 -0.26301073897619 -0.261263518355556 -0.944078730727273 -0.957464170727273 -0.909638643818182 -0.878538435090909 -0.847015754 -0.767216829454546 -0.347418192619048 -0.22982574825 -0.37211414047619 -0.905559275454546 -0.864303789272727 -0.500150445037736 -0.3390551706875 -0.256102955536585 -0.38697326732 -0.376706827512245 -0.338424402406522 -0.574808725106383 -0.4800427247 -0.496419915083333 -0.6171589558 26 "WALKING_UPSTAIRS" 2
